discord_user_id,team,display_name
915326301659877426,Fano,
977186078593286155,Amil,
964150503233703956,Ange,
825049665393000498,Ange,
1165323520629293081,Saamrit,
975727300995858504,Chirayu,
975562371756064818,Rohil,
975525335250632764,Juan,
975574472927084615,Sama,
617347411399933954,Saamrit,
763479627989254144,Sai,
250818051367239689,Zahir,
346283498295918595,,Adam
